"Crs Code","Name","Changed By","Changed Date","NLC","16 Char Name","Address Line 1","Address Line 2","Address Line 3","Address Line 4","Address Line 5","Postcode","Longitude","Latitude","Station Operator","Staffing Level","CCTV Available","Info. avail. from staff","Opening Note","CIS","Help Points","Help Points Available","Ticket Office Opening Note","Ticket Office Available","Ticket Office Location","Pre-purchase Collection","Ticket Machine Available","Oyster Issued","Oyster Topup","Oyster Pickup","Use Oyster","Oyster Comments","Smartcard Issued","Smartcard Topup","Smartcard Pickup","Smartcard Validator","Smartcard Comments","Travelcard Zone","Penalty Fares","Penalty Fares TOCs","Penalty Fares URL","Always show Oyster","Note","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Available","Operator Name","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Opening Note","Available","Operator Name","1st Class Lounge Note","1st Class Lounge Opening Note","1st Class Lounge Available","Seated Area Available","Seated Area Location","Waiting Room Opening Note","Waiting Room Available","Waiting Room Location","Trolleys Available","Refreshments Note","Refreshments Available","WC Available","WC Location","Baby Change Available","Baby Change Location","Showers Available","Telephones Exist","Telephones Usage Type","Wifi Note","Wifi Available","Web Kiosk Opening Note","Web Kiosk Available","Postbox Available","Postbox Location","Tourist Info Available","Tourist Info Location","ATM Available","ATM Location","Bureau de Change Available","Shops Note","Shops Available","Helpline Note","Helpline Contact","Helpline Opening Note","Staff Help Note","Staff Help Opening Note","Staff Help Available","Induction Loop","Accessible Ticket Machines Note","Accessible Ticket Machines Available","Height Adjusted Counter Note","Height Adjusted Counter Available","Train Access Ramp Available","Accessible Taxis","Accessible Phones","Nearest Stations More Facilities Note","National Key Toilets Available","National Key Toilets Location","Step Free Access Note","Step Free Access Available","Ticket Gates Note","Ticket Gates Available","Impaired Mobility Set Down Note","Impaired Mobility Set Down Available","Wheelchairs Opening Note","Wheelchairs Available","Spaces","Sheltered","Security","Location","Note","Type","Rail Replacement Note","Rail Replacement Map","Taxi Rank","Onward Travel","Metro Services","Airport","Port","Car Hire","Cycle Hire","Station Alert","TOCs","Station Category","Page Guid"
"DEA","Deal","cplewa","20/11/2013",501100,"DEAL","Queen Street","DEAL","Kent",,,"CT14 6HD",1.3988641946,51.2230465892,"SE","partTime","Y","Yes - from help point, Yes - from ticket office","Staff may not always be available during staffing times to provide assistance.","DepartureScreens, Announcements, ArrivalScreens",,"Y","Being staffed may mean there is only staff in the ticket office, who may not alw","Y","On way in to access trains","TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","Y",,,"Y","in booking hall","N","Buffet","Y","Y",,"Y",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=CT14 6HD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Deal station</a>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"Y","Y","<p>platform 1</p>","Y",,"Y","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"Y",,"<p>Ticket Office and Car Park are step free</p>","Y",,,,"Y",,"N",10,"Yes","Y","Platform 1",,"Stands",,,"front of station","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DEA.pdf"">here</a></p>",,,,,,,"SE",,"CBAC86DF96AB4CB0AF648A73F26BA91D"
"DMK","Denmark Hill","swhitworth","28/11/2013",542100,"DENMARK HILL","Windsor Walk","Denmark Hill","LONDON","London",,"SE5 8BB",-0.0893556799,51.4682058935,"SE","fullTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be able to offer assistance.","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 2",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N","Only available when staff present","N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SE5 8BB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Denmark Hill station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"<p>Lifts to platforms</p>","Y",,,,"N",,"Y",0,"No","Y",,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DMK.pdf"">here</a></p>",,,,,,,"SE",,"A6C6604D575B46EA9C41264C8F91DA1C"
"DEP","Deptford","cevans","23/08/2013",514500,"DEPTFORD","Deptford High Street","LONDON","London",,,"SE8 3NU",-0.026263166,51.4788513958,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 2",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N","Only available when staff present","N",,"N","N",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SE8 3NU&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Deptford station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y","<p>booking hall</p>","Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"<p>Access to both platforms via lifts through the ticket office side of the station.</p>","Y",,,,"N",,"Y",10,"No","Y",,,"Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DEP.pdf"">here</a></p>",,,,,,,"SE",,"68E96C24F8194E7980BF80B26AC52A3D"
"DVP","Dover Priory","cevans","23/08/2013",503300,"DOVER PRIORY","Station Approach","off Folkestone Road","DOVER","Kent",,"CT17 9SB",1.3053076179,51.1257000938,"SE","fullTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens",,"Y","Being staffed may mean there is only staff in the ticket office, who may not alw","Y","On way in to access trains","TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","Y",,,"Y","all platforms","Y","Buffet","Y","Y",,"Y",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=CT17 9SB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Dover Priory station</a>","N",,"N","Y","Located on the platform(s)","N",,"Y","Located on concourse","N",,"N",,,,,,"Y","Y",,"Y",,"Y","Y","<p>Accessible taxis are available</p>","<p>Public telephones are not accessible</p>",,"Y",,"<p>Passenger operated lift to interchange between platforms.</p>","Y",,,,"Y",,"Y",15,"Yes","Y","Platform 1","<p>You may leave your cycle in the rack provided on Platform 1, however you do so at your own risk.</p>","Stands",,,"<p>There is a taxi rank near the station entrance.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DVP.pdf"">here</a></p>",,,,,,,"SE",,"D395CE1A763E4502AFA1CB2089C2DC77"
"DMP","Dumpton Park","welsbys","24/04/2013",503400,"DUMPTON PARK","off Herseson RoaD","RAMSGATE","Kent",,,"CT11 7EW",1.4258375459,51.3457051508,"SE","unstaffed","Y",,"Unstaffed station",,"On platform","Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","N",,,"N",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=CT11 7EW&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Dumpton Park station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N","Unmanned Station","N","N","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"Steps to platforms, car park is step free.","N",,,,"N",,"N",0,"No","Y",,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DMP.pdf"">here</a></p>",,,,,,,"SE",,"E2F7F41AC51B466CBB8761CB910E88D5"
"DNG","Dunton Green","welsbys","24/04/2013",510200,"DUNTON GREEN","Station Road","Sevenoaks","Kent",,,"TN13 2XD",0.1709485483,51.29648798,"SE","unstaffed","Y",,,"DepartureScreens",,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","N",,,"N",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=TN13 2XD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Dunton Green station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N","Unmanned Station","N","N","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>","The nearest station(s) with more facilities than Dunton Green are: <ul><li>Sevenoaks</ul>","N",,"Access to Platform 1, platform 2 via footbridge.","N",,,,"Y",,"N",0,"No","Y",,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/DNG.pdf"">here</a></p>",,,,,,,"SE",,"FF1C0F9876334ED9AEF911A97FD3384F"
"EFL","East Farleigh","cevans","23/08/2013",523400,"EAST FARLEIGH","Station Road","EAST FARLEIGH","Kent",,,"ME15 0JH",0.4847345738,51.2552337306,"SE","unstaffed","Y",,"Unstaffed station","ArrivalScreens","On platform","Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=ME15 0JH&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around East Farleigh station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N","Unmanned Station","N","N","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>","The nearest station(s) with more facilities than East Farleigh are: <ul><li>Maidstone</ul>","N",,"Platform 2 suitable for wheelchair access. Nearest alternative stations are Tonbridge or Redhill.","N",,,,"Y",,"N",10,"No","Y",,,"Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/EFL.pdf"">here</a></p>",,,,,,,"SE",,"13757A95C9C0424CA60B52FD0BE0AA05"
"EML","East Malling","welsbys","24/04/2013",513400,"EAST MALLING","High Street","East Malling","Kent",,,"ME19 6AJ",0.439284828,51.2858068453,"SE","unstaffed","Y",,"Unstaffed station","DepartureScreens, ArrivalScreens",,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=ME19 6AJ&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around East Malling station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N","Unmanned Station","N","N","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"Steps to platforms, no car park.","N",,,,"N",,"N",0,"No","Y",,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/EML.pdf"">here</a></p>",,,,,,,"SE",,"005E6846AABB48AA84BB2A7829109805"
"EBD","Ebbsfleet International","cevans","23/08/2013",9090,"EBSFDOM","International Way","Ebbsfleet Valley","Dartford",,,"DA10 1EB",0.321002,51.442898,"SE","fullTime","Y",,,,,"Y","The times above are Eurostar ticket office hours Southeastern ticket office hours are: Monday - Friday 06:40 - 20:15 Saturday 09:00 - 19:30 Sunday 09:15 - 18:15","Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"08448 22 44 11",,,,"Y","Eurostar",,,"N","Y",,,"Y",,"N",,"Y","Y",,"Y",,"N","Y","CardsAndCoins",,"N",,"N","N",,"N",,"Y",,"Y",,"Y",,"0845 000 2222",,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"Y",,,,"Y",,"Y",50,"Yes","Y","On the approach to the station from the main car parks",,"Stands",,,,,,,,"<p>Contact Avis on 01474 350631</p>",,"<p>This station is available for Eurostar services.</p> <p>Southeastern operate high speed services to / from this station.</p>","NR",,"28DFC24949EA45F8A07BD7CC8BB4CFE2"
"EDN","Eden Park","cevans","23/08/2013",505600,"EDEN PARK","Upper Elmers End Road","BECKENHAM","Greater London",,,"BR3 3DE",-0.0266050039,51.3908156535,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","On platform","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 5",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N","Only available when staff present","N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=BR3 3DE&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Eden Park station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y","platform 1","Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"Step free to platform 1 only, no car park. Ticket Office is step free.","N",,,,"N",,"N",20,"No","Y",,,"Stands",,,"There is a taxi operator near the main station entrance","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/EDN.pdf"">here</a></p>",,,,,,,"SE",,"0E5F7E213B404FFC850346E438C1C31E"
"ELE","Elmers End","welsbys","24/04/2013",504900,"ELMERS END","Elmers End Road","BECKENHAM","Greater London",,,"BR3 4EJ",-0.0494288276,51.3983023922,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 4",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"N",,"N",,"N","Y",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=BR3 4EJ&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Elmers End station</a>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"Y","Y","<p>station forecourt</p>","Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"<p>step free access to both platforms ( 1) via sidegate. Ticket Office and Car Park are step free.</p>","Y",,,,"Y",,"N",16,"No","Y","Station forecourt","<p>You may leave your cycle in the rack provided at the station entrance, however you do so at your own risk.</p>",,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ELE.pdf"">here</a></p>","<p>Tram link</p>",,,,,,"SE",,"B6A2DD930D6B46DDA1341D06CE568F81"
"ESD","Elmstead Woods","cevans","23/08/2013",513500,"ELMSTEAD WOODS","Elmstead Lane","CHISLEHURST","Greater London",,,"BR7 5EB",0.0442827028,51.4171190527,"SE","fullTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 4",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y","platforms 2 and 3","N",,"N","Y",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=BR7 5EB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Elmstead Woods station</a>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"Y","Y","<p>station forecourt</p>","Y",,"Y","Y","<p>Accessible taxis are available</p>","<p>Public telephones are accessible</p>",,"N",,"<p>Platform 4 step free, steps to all other platforms. Ticket Office and Car Park are step free.</p>","Y",,,,"Y",,"Y",48,"Yes","Y","Platform 4","<p>You may leave your cycle in the rack provided on platform 4, however you do so at your own risk.</p>","Stands",,,"<p>There is a taxi operator situated near the station entrance.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ESD.pdf"">here</a></p>",,,,,,,"SE",,"0F938B830B7C4925BD87EF3A28A7A9F8"
"ELW","Eltham","cevans","23/08/2013",510300,"ELTHAM","Well Hall Road","LONDON","London",,,"SE9 6SL",0.0523376164,51.4556485606,"SE","fullTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 4",,,,"Y",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y","covered areas on platforms","N","Coffee kiosk","Y","Y",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SE9 6SL&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Eltham station</a>","N",,"N","N",,"N",,"Y","Located by the ticket office","N",,"Y",,,,,,"Y","Y","<p>station forecourt/ booking hall</p>","Y","The low counter is to the right of the main counter","N","Y","<p>Accessible taxis are available</p>","<p>Public telephones are accessible</p>",,"Y",,"<p>Side gates to both platforms, interchange no. Sloped entrance to Ticket Office.","Y",,,,"Y",,"Y",32,"No","Y","concourse from Well Hall Road",,"Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ELW.pdf"">here</a></p>",,,,,,,"SE",,"F93CB3DB786142848989AFF41C15FA9B"
"ERH","Erith","cevans","23/08/2013",510400,"ERITH","Stonewood Road","ERITH","Greater London",,,"DA8 1TY",0.1746354753,51.481681884,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","<p>On platform</p>","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 6",,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"N","Caf&eacute; Coffee kiosk","Y","Y",,"N",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=DA8 1TY&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Erith station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y","<p>station forecourt</p>","Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"<p>Step free to Platform 2 only. Ticket Office step free, no car park.</p>","N",,,,"Y",,"Y",10,"No","Y","front of station","<p>You may leave your cycle in the rack provided at the front of the station, however you do so at your own risk.</p>","Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ERH.pdf"">here</a></p>",,,,,,,"SE",,"C40B37355A3548409F28B718160627A9"
"ETC","Etchingham","swhitworth","18/12/2013",521700,"ETCHINGHAM","Station Rd","ETCHINGHAM","East Sussex",,,"TN19 7PA",0.4423739018,51.0105440991,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens",,"Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y","in booking hall and platform","N",,"N","N",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=TN19 7PA&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Etchingham station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"N",,"N","Y","<p>Accessible taxis are available</p>","<p>Public telephones are not accessible</p>",,"N",,"<p>Platforms step free. Ticket Office and Car Park are step free.</p>","Y",,,,"N",,"N",40,"Yes","Y","bus stop by entrance","<p>You may leave your cycle in the rack provided at the front of the station, however you do so at your own risk.</p>","Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ETC.pdf"">here</a></p>",,,,,,,"SE",,"F3C890EA518E4F4B93A3E73E1CDB08AF"
"EYN","Eynsford","welsbys","24/04/2013",506500,"EYNSFORD","Station Road","Dartford","Kent",,,"DA4 0HP",0.2044059173,51.3627198607,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens",,"Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","Y",,,"N","in booking hall","N",,"N","N",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=DA4 0HP&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Eynsford station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"N",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>","The nearest station(s) with more facilities than Eynsford are: <ul><li>Swanley</ul>","N",,"Platform 2 is step free only. Car park is step free.","N",,,,"Y",,"N",0,"No","Y",,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/EYN.pdf"">here</a></p>",,,,,,,"SE",,"ED8E2D40A6C94BF1BC60296800A89D8C"
"FCN","Falconwood","cevans","23/08/2013",513700,"FALCONWOOD","Lingfield Crescent","LONDON","London",,,"SE9 2RN",0.0785507852,51.4591435878,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens","On platform","Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y","<p>On way in to access trains</p>","TicketMachine","Y","Y","Y","TicketMachine","Y","Oyster cards with a pre-loaded deposit only are available from ticket office. Top-up only from self-service ticket machine(s)","N","N","NotAvailable","N",,"Zone 4",,,,"Y",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","Y",,,"N","Only available when staff present","N",,"N","Y",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SE9 2RN&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Falconwood station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>",,"N",,"Ticket Office is not step free, no car park.","N",,,,"N",,"Y",8,"No","Y","Linfield Crescent",,"Stands",,,"There is a taxi operator situated next to the entrance to the station","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FCN.pdf"">here</a></p>",,,,,,,"SE",,"67941855C1694BA193EC940269E53692"
"FNR","Farningham Road","cevans","23/08/2013",510500,"FARNINGHAM ROAD","Station Road","DARTFORD","Kent",,,"DA4 9JB",0.2355246531,51.4013951887,"SE","partTime","Y",,"Staff may not always be available during staffing times to provide assistance and booking assistance, if required,in advance is advised although not compulsory","DepartureScreens, Announcements, ArrivalScreens",,"Y","Being staffed may mean there is only staff in the ticket office, who may not always be available to assist - booking is recommended","Y",,"NotAvailable","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y","Phone customer services 0845 000 2222 to reclaim lost property",,,"N","Y",,,"Y","next to booking hall","N",,"N","N",,"N",,"N","Y",,"<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=DA4 9JB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Farningham Road station</a>","N",,"N","Y","Outside the station","N",,"N",,"N",,"N",,,,,,"N","Y",,"Y",,"N","Y","<p>Accessible taxis are not available</p>","<p>Public telephones are not accessible</p>","The nearest station(s) with more facilities than Farningham Road are: <ul><li>Dartford<li>Swanley</ul>","N",,"4 steps to Ticket Office, car park step free.","N",,,,"Y",,"N",6,"Yes","Y","Station forecourt","You may leave your cycle in the rack provided at the front of the station, however you do so at your own risk.","Stands",,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FNR.pdf"">here</a></p>",,,,,,,"SE",,"CFA4EF176C904A0A967C6DE52056BB2D"
