"Crs Code","Name","Changed By","Changed Date","NLC","16 Char Name","Address Line 1","Address Line 2","Address Line 3","Address Line 4","Address Line 5","Postcode","Longitude","Latitude","Station Operator","Staffing Level","CCTV Available","Info. avail. from staff","Opening Note","CIS","Help Points","Help Points Available","Ticket Office Opening Note","Ticket Office Available","Ticket Office Location","Pre-purchase Collection","Ticket Machine Available","Oyster Issued","Oyster Topup","Oyster Pickup","Use Oyster","Oyster Comments","Smartcard Issued","Smartcard Topup","Smartcard Pickup","Smartcard Validator","Smartcard Comments","Travelcard Zone","Penalty Fares","Penalty Fares TOCs","Penalty Fares URL","Always show Oyster","Note","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Available","Operator Name","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Opening Note","Available","Operator Name","1st Class Lounge Note","1st Class Lounge Opening Note","1st Class Lounge Available","Seated Area Available","Seated Area Location","Waiting Room Opening Note","Waiting Room Available","Waiting Room Location","Trolleys Available","Refreshments Note","Refreshments Available","WC Available","WC Location","Baby Change Available","Baby Change Location","Showers Available","Telephones Exist","Telephones Usage Type","Wifi Note","Wifi Available","Web Kiosk Opening Note","Web Kiosk Available","Postbox Available","Postbox Location","Tourist Info Available","Tourist Info Location","ATM Available","ATM Location","Bureau de Change Available","Shops Note","Shops Available","Helpline Note","Helpline Contact","Helpline Opening Note","Staff Help Note","Staff Help Opening Note","Staff Help Available","Induction Loop","Accessible Ticket Machines Note","Accessible Ticket Machines Available","Height Adjusted Counter Note","Height Adjusted Counter Available","Train Access Ramp Available","Accessible Taxis","Accessible Phones","Nearest Stations More Facilities Note","National Key Toilets Available","National Key Toilets Location","Step Free Access Note","Step Free Access Available","Ticket Gates Note","Ticket Gates Available","Impaired Mobility Set Down Note","Impaired Mobility Set Down Available","Wheelchairs Opening Note","Wheelchairs Available","Spaces","Sheltered","Security","Location","Note","Type","Rail Replacement Note","Rail Replacement Map","Taxi Rank","Onward Travel","Metro Services","Airport","Port","Car Hire","Cycle Hire","Station Alert","TOCs","Station Category","Page Guid"
"GMB","Grimsby Town","KThimbleby","20/01/2014",628000,"GRIMSBY TOWN","Station Approach","GRIMSBY","North East",,,"DN31 1LY",-0.0869516563,53.5641202752,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y","<p>The Self Service Ticket Machine is located within the Booking Hall and is available during the following hours:</p> <ul> <li>Monday-Saturday 05:45-19:30</li> <li>Sunday 08:45-19:30</li> </ul>","TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"Y","Y",,"Y",,"N","Y","CardsAndCoins",,"N",,"N","Y",,"N",,"N",,"N",,"N",,,,,,"Y","Y","<p>During station opening hours</p>","Y",,"N","Y",,,,"N",,"<p>The station now has lifts meaning step free access is available throughout the station.</p>","Y",,,,"N",,"Y",42,"Yes","Y","Platform 1, car park",,"Stands","<p>Pick Up / Drop Off at the Station Front.</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/GMB.pdf"">here</a></p>",,,,,"Cycle Lincs - next to the station. <BR>Hire company offering full range of cycles for the entire family. <BR>Delivery / collection service & suggested routes available. <BR>More details at <A href=""http://www.cyclelincs.co.uk/"">www.cyclelincs.co.uk</A>&nbsp;",,"TP",,"A39A896E2483450E9949A0B321E4DE57"
"HUD","Huddersfield","cplewa","11/03/2014",843700,"HUDDERSFIELD.","St. Georges Square","HUDDERSFIELD",,,,"HD1 1JB",-1.7851458337,53.6484281915,"TP","fullTime","Y",,,"DepartureScreens, Announcements, ArrivalScreens",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"Y","Buffet Coffee kiosk Public House/Bar","Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=HD1 1LB&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Huddersfield station</a></p>","N",,"N","N",,"N",,"Y","Located on concourse","N","News agent","Y",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,"<p>Lifts available to access all platforms.</p>","Y",,,,"N",,"Y",30,"Yes","Y","Platform 1",,"Stands","<p>Stand S1 outside the station entrance across St Georges Square.</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/HUD.pdf"">here</a></p>",,,,,,,"TP",,"63A77C63B95447D4A99A8995968FBB63"
"HUL","Hull","cplewa","11/03/2014",812600,"HULL.","Ferensway","Kingston-upon-Hull","North Humberside",,,"HU1 3QX",-0.346155,53.744177,"TP","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=HU2 8NH&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Hull Paragon station</a></p>","N",,"N","Y",,"N",,"Y",,"N",,"Y",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"Y",,,,"Y",,"Y",65,"Yes","Y","Platforms 2 & 7",,"Stands","Pick Up / Drop Off in the bus interchange (adjacent to the railway station).",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/HUL.pdf"">here</a></p>",,"<p>Humberside Airport: Daily, regular limited stop bus service X1 'Humber Flyer', operated by Stagecoach. For details: www.stagecoachbus.com/hull</p> <p><br/></p>",,,,,"TP",,"47ECF2AEE069462AA0DCABCF467DE054"
"KEN","Kendal","MMlynarska","07/10/2013",197600,"KENDAL","Station Road","KENDAL","Cumbria",,,"LA9 6BT",-2.73964031,54.3321056129,"TP","unstaffed","Y",,,"DepartureScreens",,"N",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>This is an unmanned station.</p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=LA9 6BT&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Kendal station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","Y",,,,"N",,,"Y",,,,"Y",,"N",5,"No","Y",,,"Stands","Buses will call on Longpool",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/KEN.pdf"">here</a></p>",,,,,"<P>Electric Bicycle Network (20% discount for train passengers).<BR>Various hire / charge points throughout the region - <A href=""http://www.electricbicyclenetwork.com/hiring/lakedistrict"">www.electricbicyclenetwork.com/hiring/lakedistrict</A><BR></P> <P>Nearest hire to Kendal station:-<BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - Askew Cycles (10 minutes' walk from the station) - 01539 728057 (also hires conventional bikes).<BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - Kendal Hostel (10 minutes' walk from the station) -&nbsp; 01539 724066&nbsp;</P>",,"TP",,"D1A650E3B3CF44698B46F972E987CB5E"
"MLT","Malton","iwatson","27/01/2014",816400,"MALTON","Norton Road","MALTON","North Yorkshire",,,"YO17 9RD",-0.7972227626,54.1320847701,"TP","partTime","Y",,,"DepartureScreens, Announcements","<p>Interactive Help points are availabe and can be used to check train times and access local information.</p>","Y",,"Y",,"TicketOffice","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"N",,"Y",,"Y","N",,"N",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=YO17 9RD&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Malton station</a></p>","N",,"N","Y",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"N",,"Y","Y",,,,"N",,,"Y",,,,"N",,"Y",26,"Yes","Y","platform",,"Stands","<p>Outside station entrance</p>",,"<p>The nearest taxi rank is at the station entrance.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/MLT.pdf"">here</a></p>",,,,,,,"TP",,"A78C99AE394544B0B7B05B41D823A670"
"MIA","Manchester Airport","steelee","26/04/2013",296100,"MANCHESTER AIRPT","Malaga Avenue","MANCHESTER",,,,"M90 3RR",-2.272981546,53.3650584452,"TP","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y","<p>Adjacent to&nbsp;the Ticket Office on the main concourse.</p>","TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"Y",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=M22 5PA&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Manchester Airport station</a></p>","N",,"N","Y","Located in the Airport Terminal","N",,"Y",,"Y","Passport Photo Booth","Y",,,,,,"Y","Y",,"Y",,"Y","Y",,"<p>In the station cafe on platforms 2 and 3</p>",,"N",,"<p>&nbsp;</p> <p>Railway staff will assist customers arriving by train from their train to Station Assistance Point 1, near the front of the station. If onward assistance is needed, for example to an airport terminal, customers will need to contact their airline directly to arrange this.</p> <p>&nbsp;</p> <p>&nbsp;</p>","Y",,,"<p>&nbsp;</p> <p>Railway staff will assist customers arriving by train from their train to Station Assistance Point 1, near the front of the station. If onward assistance is needed, for example to an airport terminal, customers will need to contact their airline directly to arrange this.</p> <p>&nbsp;</p> <p>&nbsp;</p>","Y",,"Y",0,"No","Y",,,,"<p>Rail Replacement bus services depart from stands L & M of the adjacent GMPTE Bus Station</p>",,"<p>The nearest taxi rank is at Terminal 1.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/MIA.pdf"">here</a></p>",,"<p>The Railway Station is located&nbsp;within the Manchester Airport complex with ready access to all terminals.</p>",,"<p>Within the Airport.</p>",,,"TP",,"86A7BE0E5DE04B3FBB9C4C01A397844E"
"MBR","Middlesbrough","cevans","16/08/2013",792900,"MIDDLESBROUGH.","Zetland Road","Middlesbrough","Cleveland",,,"TS1 1EG",-1.2347125675,54.5791104536,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"N","Caf&eacute;","Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=TS1 1EG&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Middlesbrough station</a></p>","N",,"N","Y",,"N",,"N",,"N",,"Y",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"Y",,,,"N",,"Y",32,"Yes","Y","station concourse",,"Stands","<p>Pick Up / Drop Off in the layby on Bridge Street at the rear of the station.&nbsp;</p>",,"<p>The nearest taxi rank is at the Bridge Street&nbsp;entrance to the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/MBR.pdf"">here</a></p>",,,,,,,"TP",,"AD688291F45149CA8F2AC4950CCDD0C1"
"NTR","Northallerton","cevans","16/08/2013",799600,"NORTHALLERTON","Boroughbridge Road","NORTHALLERTON",,,,"DL7 8AN",-1.4412756911,54.3330788972,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"Y","Y",,"N",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=DL7 8AN&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Northallerton station</a></p>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"N","Y","<p>During ticket office opening hours.</p>","Y",,"Y","Y",,,"<p>Thirsk</p>","N",,"<p>Customers requiring assistance at this station should contact First TransPennine Express Assisted Travel helpline on 0800 107 2149.</p>","Y",,,,"Y",,"N",17,"No","Y","outside booking office",,"Stands",,,"<p>The nearest taxi rank is adjacent to the ticket office.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/NTR.pdf"">here</a></p>",,,,,,,"TP",,"E35D5A938863443D8862556EC9D3A272"
"SCA","Scarborough","cplewa","22/11/2013",818500,"SCARBOROUGH","Westborough","SCARBOROUGH","North Yorkshire",,,"YO11 1TN",-0.4057068749,54.2798042288,"TP","partTime","Y",,,"DepartureScreens, Announcements, ArrivalScreens",,"Y",,"Y",,"TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"Y","Y",,"Y",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=YO11 1TN&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Scarborough station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"Y",,,,"Y",,"Y",20,"Yes","Y","Platform 3",,"Stands","<p>Pick up /Drop off at the service bus stops on the main road outside of the station</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SCA.pdf"">here</a></p>",,,,,"<P>Bike It - 10 minute walk from station. <BR>Hire company offering full range of cycles for the entire family. <BR>Delivery / collection service available.<BR>More details at <A href=""http://www.bikeitcyclewarehouse.com/"">www.bikeitcyclewarehouse.com</A></P> <P>Let's Bike - Scalby (4 miles from station). <BR>Hire company offering full range of cycles for the entire family. <BR>Delivery / collection service & suggested routes available. <BR>More details at <A href=""http://www.letsbike.net/"">www.letsbike.net</A>&nbsp;</P>",,"TP",,"CC483D197927455EBBFDAB44D0963982"
"SCU","Scunthorpe","cevans","16/08/2013",645600,"SCUNTHORPE","Station Road","SCUNTHORPE","North Lincolnshire",,,"DN15 6PY",-0.6509795527,53.5861951877,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","Y",,"Y",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=DN15 6PY&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Scunthorpe station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y","<p>When booking office open</p>","Y","Y",,,,"N",,,"N",,,,"N",,"Y",38,"Yes","Y","Platform 1, car park",,"Stands","<p>Outside station entrance</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SCU.pdf"">here</a></p>",,,,,,,"TP",,"1A699D24ABD844258F0FDF2A19564CBC"
"SEM","Seamer","MMlynarska","07/10/2013",817800,"SEAMER","Station Road","Crossgates","SCARBOROUGH","North Yorkshire",,"YO12 4LT",-0.4170342293,54.240763165,"TP","unstaffed","Y",,,"DepartureScreens","<p>An interactive help point is available on the station platform offering customers the opportunity to check train times and&nbsp;look up local information.</p>","Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=YO12 4LT&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Seamer station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","Y",,,"<p>The nearest station(s) with more facilities than Seamer are:</p> <ul> <li>Scarborough</li> </ul>","N",,,"N",,,,"N",,"N",5,"No","Y","platform",,"Stands","<p>Pick Up / Drop Off at the bus stops on Cayton Low Rd on the bridge above the station (Station side for Scarborough, opposite side for Bridlington)</p>",,"<p>Taxis can be ordered by ringing 01723 379 379</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SEM.pdf"">here</a></p>",,,,,"Let's Bike - Scalby (6 miles from station). <BR>Hire company offering full range of cycles for the entire family. <BR>Delivery / collection service & suggested routes available. <BR>More details at <A href=""http://www.letsbike.net/"">www.letsbike.net</A>&nbsp;",,"TP",,"827B665612B9488688CE420603592D40"
"SBY","Selby","cevans","16/08/2013",820100,"SELBY.","Station Road","SELBY","North Yorkshire",,,"YO8 0NW",-1.0635553648,53.7833847249,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y","Self service ticket machine also available on Platform 1","Y","<p>Ticket Machine is on Platform 1</p>","TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>Available during Booking Office opening hours.</p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=YO8 0NW&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Selby station</a></p>","N",,"N","Y",,"N",,"N",,"N",,"N",,,,"<p>Selby is an accessible station only during manned hours, customers using a wheelchair will be assisted by staff to cross the line.</p>",,"Y","Y",,"Y",,"Y","Y","<p>On request.</p>",,,"N","<p>500yrds from the station.</p>",,"N",,,,"Y",,"Y",45,"Yes","Y","Platform 1",,"Stands","<p>From outside station entrance</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SBY.pdf"">here</a></p>",,,,,,,"TP",,"2C79DED2D9EC4C86B339CBAA5539E6FE"
"SYB","Stalybridge","steelee","26/04/2013",298300,"STALYBRIDGE","Rassbottom Street","STALYBRIDGE","Greater Manchester",,,"SK15 1RF",-2.0618925386,53.4843929093,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"N","Public House/Bar","Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SK15 1RF&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Stalybridge station</a></p>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"Y","Y",,"Y",,"Y","Y",,"<p>In the station entrance hall.</p>",,"N",,,"Y",,,,"Y",,"Y",16,"Yes","Y","Platform 1",,"Stands","<p>Rail Replacement buses will pick up / set down from outside the station entrance.</p>",,"<p>The nearest taxi rank is on Rassbottom Street.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SYB.pdf"">here</a></p>",,,,,,,"TP",,"8FB415D7BCAF4A2CBCD0A42CA573350A"
"SVL","Staveley (Cumbria)","MMlynarska","07/10/2013",197700,"STAVELEY","Station Road","STAVELEY","Cumbria",,,"LA8 9NG",-2.8193950308,54.3754412408,"TP","unstaffed","Y",,,"DepartureScreens",,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","N",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=LA8 9NG&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Staveley (Cumbria) station</a>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","Y",,,"The nearest station(s) with more facilities than Staveley (Cumbria) are: <ul><li>Kendal<li>Windermere</ul>","N",,,"N",,,,"N",,"N",6,"No","Y","platform",,,"Buses will call on Windermere Road",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SVL.pdf"">here</a></p>",,,,,"<P>Wheelbase - 10 minutes' walk from station.<BR>Electric & conventional bikes available.<BR>More details - phone 01539 821443.</P> <P>Electric Bicycle Network (20% discount for train passengers).<BR>Various hire / charge points throughout the region - <A href=""http://www.electricbicyclenetwork.com/hiring/lakedistrict"">www.electricbicyclenetwork.com/hiring/lakedistrict</A></P>",,"TP",,"51879DBD9E63443E9929962C3686C14B"
"THI","Thirsk","cevans","16/08/2013",819100,"THIRSK","Station Road","THIRSK",,,,"YO7 4LS",-1.3725892708,54.2282238608,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"N",,"Y",,"TicketOffice","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","Y",,"N",,"N","Y","Cards","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=YO7 4LS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Thirsk station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"N",,"N","Y",,,,"N",,"<p>Station car park is step free.</p> <p>Step Free access to platforms and ticket office is only available via a foot crossing when the station is staffed.&nbsp;</p> <p>Nearest fully accessible stations are York and&nbsp; Northallerton.</p>","N",,,,"N",,"Y",16,"No","Y","under footbridge",,"Stands","<p>Depart from station car park.</p>",,"<p>The nearest taxi rank service is based in Thirsk, 1 mile outside the town centre and is available by telephoning 01845 524358.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/THI.pdf"">here</a></p>",,,,,,,"TP",,"C104630B554542A580E5B3B872C3D66F"
"TBY","Thornaby","cevans","16/08/2013",797600,"THORNABY.","Mandale Road","Thornaby","STOCKTON-ON-TEES","Cleveland",,"TS17 6AW",-1.3007104447,54.5594501806,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y","Holidays: Boxing Day, Christmas Day Closed","Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N","Coffee shop","Y","Y",,"Y","Female toilets","N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=TS17 6AW&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Thornaby station</a></p>","N",,"N","N",,"N",,"N",,"N",,"Y",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"Y",,,,"Y",,"Y",19,"Yes","Y","Platform 2","<p>&nbsp;</p> <p>&nbsp;In addition 3 lockers are rentable from Stockton Council located in the Car Park.</p> <p>&nbsp;</p>","Lockers, Stands","Pick Up / Drop Off at the bus stop at the top of the ramp leading to the station platform. Station car park not wide enough for the coach to turn round in. Low Bridge prevents access to double-deckers.",,"<p>The nearest taxi rank is at the station entrance.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TBY.pdf"">here</a></p>",,,,,,,"TP",,"2A0007662C7E45A8B50B9103DA028D4F"
"ULV","Ulverston","MMlynarska","07/10/2013",201000,"ULVERSTON","Station Approach","ULVERSTON",,,,"LA12 0DP",-3.0979200247,54.1915908814,"TP","partTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y","<p>The machine is located within the booking hall area and is only available during hours that the station is staffed.</p> <p>Monday - Saturday 06:15-19:45<br />Sunday 10:00-18:00</p>","TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"N","Y",,"N",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LA12 9QT&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Ulverston station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,,"N",,,,"Y",,"Y",15,"No","Y",,,"Lockers, Stands","<p>Pick Up / Drop Off at the front of the station.</p>",,"<p>The nearest taxi rank is in the town centre.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ULV.pdf"">here</a></p>",,,,,"Gill Cycles - 0.5 miles from station.<BR>More details - phone 01229 581116&nbsp;",,"TP",,"CA1865E4DDB94377857A9F03B6525580"
"WAC","Warrington Central","MMlynarska","07/10/2013",239000,"WARRINGTON CTL","Winwick Street","WARRINGTON",,,,"WA2 7TT",-2.5924131425,53.3918832336,"TP","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y","<p>In the Booking Hall.</p>","TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,,,,,"Y",,,,"N","Y",,,"Y",,"N",,"Y","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=WA1 1NS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Warrington Central station</a></p>","N",,"N","Y",,"N",,"N",,"N",,"Y",,"0800 107 2149",,,,"Y","Y",,"Y",,"Y","Y",,,,"N",,"<p>Step free access is available to both platforms at the station.</p>","Y",,,,"N",,"Y",23,"Yes","Y","Platforms 1 and 2",,"Stands","<p>Pick Up / Drop Off at the Bus Stops outside the Station Entrance.</p>",,"<p>The nearest taxi rank is outside the station.</p>","<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WAC.pdf"">here</a></p>",,,,,"Brompton Dock facility - more details at <A href=""http://www.bromptondock.co.uk/our-docks/warrington"">www.bromptondock.co.uk/our-docks/warrington</A>&nbsp;",,"TP",,"3DD8E8F53E434E888B24E70F9A48F805"
